"id","first_name","last_name","email","department","last_promoted","salary"
"71-330-8451","Kalli","Drust","kdrustrb@state.tx.us","Accounting","2015","151189.74"
"07-552-8694","Guthrey","Stainburn","GStainburn@abc.com","Research and Development","2019","151663.2345"
"96-526-0401","Keen","Osboldstone","KOsboldstone@abc.com","Legal","2016","58336.11"
"65-784-6760","Harriette","Duffrie","hduffrierf@yandex.ru","Training","2019","154794.06"
"61-233-9511","Christophe","Luna","clunarh@flickr.com","Accounting","2018","145158.97"
"93-906-3089","Christie","Wevell","cwevellri@goo.ne.jp","Product Management","2018","116472.74"
"51-271-5993","Ruth","Dugget","RDugget@abc.com","Support","2016","123526.99"
"85-126-8083","Marylynne","Peaurt","mpeaurtrk@seesaa.net","Business Development","2018","185964.36"
"00-448-0297","Tallie","Candlin","tcandlinrl@4shared.com","Product Management","2015","159380.94"
"21-116-5775","Conrade","Tetford","ctetfordrm@hubpages.com","Legal","2017","67692.68"
"50-207-2069","Kellia","Dudill","kdudillrn@wikimedia.org","Legal","2015","138203.41"
"30-796-0463","Huey","Liddon","hliddonro@cnet.com","Training","2019","58760.98"
"14-118-9453","Allx","Biskupiak","abiskupiakrp@economist.com","Engineering","2021","82861.836"
"60-318-0712","Mara","Winchcombe","mwinchcomberq@phoca.cz","Product Management","2016","166499.24"
"16-267-2880","Juliann","Murrum","jmurrumrr@google.ca","Marketing","2021","121529.1945"
